ID,PAMPA,permeable,MolWt,embedding_x,embedding_y,kmedoids_cluster,hdbscan_cluster
1237,-6.82,0,751.026,-1.0786566,4.4953995,4,1
1238,-5.07,1,752.998,1.4759609,3.2857676,3,1
1239,-5.35,1,759.993,2.062545,4.827249,6,1
1240,-5.65,1,762.993,1.5439494,5.076342,6,1
1241,-6.57,0,773.032,0.66622865,5.493963,4,1
1242,-6.33,0,775.004,-0.9606676,3.4980628,3,1
1243,-8.59,0,775.048,0.94903445,5.60731,4,1
1244,-5.22,1,777.024,-0.97825366,1.9611497,2,1
1245,-6.03,0,780.024,-0.0066112755,2.9426363,2,1
1246,-7.78,0,795.038,-1.4939228,4.3958883,4,1
1247,-8.71,0,801.086,0.26692623,5.7755775,4,1
1248,-5.53,1,803.058,1.0341505,5.8518605,4,1
1249,-5.53,1,810.053,-1.4143859,3.9204514,4,1
1250,-8.95,0,823.092,-0.26454663,5.317046,4,1
1251,-7.97,0,825.064,0.7464537,5.9293156,4,1
1252,-5.65,1,827.084,0.64848423,6.502024,4,1
1253,-5.69,1,830.084,-1.4206871,3.8179014,3,1
1254,-6.32,0,680.888,3.8687332,1.0170345,5,2
1255,-4.88,1,692.943,0.88038325,3.016056,2,1
1256,-4.97,1,712.933,-0.6239885,1.2225928,2,1
1257,-4.81,1,718.981,-1.6588653,2.1289604,2,1
1258,-6.47,0,720.953,1.4544878,2.3191683,3,1
1259,-5.05,1,722.969,0.4396536,1.9571898,2,1
1260,-6.74,0,727.948,1.5319815,2.1247323,3,1
1261,-5.24,1,735.024,1.9748127,5.9364204,4,1
1262,-4.88,1,740.987,-1.4542226,1.9318001,2,1
1263,-5.06,1,742.959,1.5854392,3.7254012,6,1
1264,-6.67,0,744.979,1.3559221,1.3715568,2,1
1265,-7.72,0,747.979,4.3949494,2.9263012,7,1
1266,-5.17,1,755.014,-1.5877589,3.8946712,3,1
1267,-5.08,1,756.986,-0.36528236,0.99904484,2,1
1268,-5.76,1,761.062,-0.7908694,4.8289337,4,1
1269,-5.14,1,763.034,0.1284904,1.5474013,2,1
1270,-5.47,1,769.041,3.3633223,7.202767,3,0
1271,-5.48,1,770.029,3.0758436,5.124055,6,1
1272,-5.6,1,783.068,-1.6291298,4.0552983,2,1
1273,-5.5,1,785.04,0.7650495,5.0393963,4,1
1274,-5.43,1,787.06,0.6694852,4.1245847,5,1
1275,-5.52,1,789.031,0.95019734,5.609691,4,1
1276,-6.47,0,790.06,4.145488,5.7931695,6,-1
1277,-6.11,0,795.079,-0.7865042,5.4580536,4,1
1278,-5.11,1,797.051,4.7971473,7.282301,3,0
1279,-5.51,1,804.046,-0.75999475,3.132571,2,1
1280,-5.26,1,807.046,0.6537637,6.2622375,4,1
1281,-5.86,1,817.085,-1.5729185,3.977123,3,1
1282,-5.75,1,819.057,1.0510494,5.8765874,4,1
1283,-7.19,0,819.101,-1.0274459,5.2606554,4,1
1284,-5.33,1,821.077,0.39451307,4.2737017,5,1
1285,-6.23,0,824.077,1.5347095,4.598843,6,1
1286,-6.55,0,839.091,-0.99001896,5.0589976,4,1
1287,-6.98,0,845.139,-0.18718228,5.7839336,4,1
1288,-5.28,1,847.111,-1.2232119,5.5798936,4,1
1289,-5.32,1,854.106,-1.262086,4.614028,4,1
1290,-7.0,0,867.145,-0.18892664,6.1045346,4,1
1291,-6.8,0,869.117,-0.45843443,6.239245,4,1
1292,-5.44,1,871.137,-0.5585302,5.605428,4,1
1293,-5.82,1,874.137,1.9784997,5.9151535,6,1
1294,-8.12,0,693.887,3.0548174,2.0938926,3,1
1295,-6.42,0,705.942,1.7897444,1.4625881,2,1
1296,-6.49,0,725.932,1.7550559,1.2662305,2,1
1297,-5.92,1,731.98,1.6750858,1.5323695,2,1
1298,-8.28,0,733.952,3.277474,2.2020879,3,1
1299,-6.64,0,735.968,2.5637505,1.4980867,2,1
1300,-7.48,0,740.947,2.4276962,1.4551038,2,1
1301,-5.27,1,748.023,2.2032738,1.3031604,2,1
1302,-5.86,1,753.986,2.2521646,1.609674,7,1
1303,-6.21,0,755.958,1.6998398,1.682262,2,1
1304,-8.2,0,757.978,2.2338037,1.188877,2,1
1305,-9.0,0,760.978,3.6578183,1.9815294,5,1
1306,-5.4,1,768.013,1.7611678,2.1645947,2,1
1307,-6.38,0,769.985,2.8690486,2.0992956,6,1
1308,-5.18,1,774.061,4.174113,6.401177,3,0
1309,-6.87,0,776.033,4.5667324,2.592101,1,1
1310,-5.28,1,782.04,-1.3625592,1.6141452,2,1
1311,-6.58,0,783.028,4.24372,3.0620713,7,1
1312,-5.31,1,796.067,0.5618464,2.48453,3,1
1313,-5.6,1,798.039,0.7132472,1.1701722,2,1
1314,-7.04,0,800.059,3.1586473,2.241069,6,1
1315,-5.42,1,802.03,2.3064783,3.4727776,7,1
1316,-7.77,0,803.059,5.4712205,3.3145583,0,-1
1317,-5.32,1,808.078,1.1086626,3.9033298,3,1
1318,-6.45,0,810.05,3.0751169,1.2210581,5,-1
1319,-6.65,0,817.045,1.6281908,1.3732721,2,1
1320,-5.73,1,820.045,2.073468,2.3248885,0,1
1321,-5.49,1,830.084,-0.60730547,2.7470934,2,1
1322,-5.76,1,832.056,1.1228695,2.6673224,3,1
1323,-5.79,1,832.1,-0.72303087,4.40989,4,1
1324,-6.63,0,834.076,0.45031574,1.6097009,2,1
1325,-7.35,0,837.076,3.561254,2.0310416,5,1
1326,-5.92,1,852.09,-1.7209129,3.387187,2,1
1327,-6.42,0,858.138,-1.136815,3.9226449,4,1
1328,-5.84,1,860.11,-0.76868516,1.1236326,2,1
1329,-6.02,0,867.105,2.0087779,5.61122,3,1
1330,-6.37,0,880.144,-0.68921727,5.4856925,4,1
1331,-6.5,0,882.116,1.1904621,5.769053,4,1
1332,-6.05,0,884.136,1.8014028,4.801638,6,1
1333,-6.47,0,887.136,5.771724,7.1338415,3,4
1334,-5.25,1,705.297,0.3714787,2.6528494,3,1
1335,-5.27,1,717.352,0.7895413,5.4629526,4,1
1336,-5.48,1,737.342,-0.8313014,4.8534985,4,1
1337,-6.01,0,743.39,-0.27534065,4.3733854,4,1
1338,-5.39,1,745.362,-0.84541917,2.0891416,2,1
1339,-5.34,1,747.378,-1.8567992,2.209785,2,1
1340,-5.65,1,752.357,0.8239574,5.2136497,4,1
1341,-7.39,0,759.433,4.750915,0.46070686,5,2
1342,-6.0,1,765.396,4.4894013,0.40478125,5,2
1343,-6.3,0,767.368,0.8919615,5.59696,4,1
1344,-5.56,1,769.388,1.9055732,4.9216213,6,1
1345,-6.44,0,772.388,7.8718553,6.631809,0,4
1346,-6.63,0,779.423,-1.2198242,3.8587906,2,1
1347,-5.94,1,781.395,0.048699744,4.431582,4,1
1348,-7.1,0,785.471,-1.2164268,5.575007,4,1
1349,-5.22,1,787.443,-1.3848121,3.1238935,2,1
1350,-8.04,0,793.45,-0.8780349,5.4133735,4,1
1351,-5.36,1,794.438,-1.2725412,5.216544,4,1
1352,-7.97,0,807.477,4.251942,0.22823071,5,2
1353,-7.56,0,809.449,-0.75003487,5.364958,4,1
1354,-5.52,1,811.469,-0.70040077,5.727817,4,1
1355,-8.11,0,813.44,-0.8245085,5.097068,4,1
1356,-5.68,1,814.469,1.126195,5.432769,4,1
1357,-8.61,0,819.488,-0.75789845,4.6940794,4,1
1358,-6.0,1,821.46,-1.0463471,4.2056336,2,1
1359,-6.12,0,828.455,-1.3192563,3.9838753,2,1
1360,-7.82,0,831.455,1.3567839,6.532032,4,1
1361,-8.47,0,841.494,-1.0334947,5.3387833,4,1
1362,-8.36,0,843.466,1.0204753,6.478872,4,1
1363,-10.0,0,843.51,-0.97613454,5.578525,4,1
1364,-6.11,0,845.486,1.2856922,5.8789673,4,1
1365,-5.78,1,848.486,0.7760873,6.2166123,4,1
1366,-9.46,0,863.5,-1.0588981,5.2309394,4,1
1367,-10.0,0,869.548,0.29330057,6.373191,4,1
1368,-7.82,0,871.52,-0.30986008,5.4136877,4,1
1369,-8.45,0,878.515,-0.7783484,5.538739,4,1
1370,-10.0,0,891.554,0.019462433,5.167125,4,1
1371,-9.41,0,893.526,-0.3422933,5.8699336,4,1
1372,-7.99,0,895.546,0.04208077,6.3450594,4,1
1373,-7.11,0,898.546,0.6480945,5.516731,4,1
1374,-5.19,1,712.933,1.2736624,3.3782892,5,1
1375,-5.6,1,724.988,0.81851095,5.3525386,4,1
1376,-5.77,1,744.978,-1.3761809,3.9486043,3,1
1377,-6.24,0,751.026,-1.6678649,2.750648,2,1
1378,-5.3,1,752.998,-1.2415662,3.5030131,3,1
1379,-5.75,1,755.014,-1.6971711,3.16473,3,1
1380,-5.57,1,759.993,1.3971366,5.059178,6,1
1381,-6.71,0,767.069,1.1439892,5.704017,6,1
1382,-6.12,0,773.032,-0.10959484,6.3065734,4,1
1383,-6.26,0,775.004,-1.5975912,2.7789354,2,1
1384,-5.62,1,777.024,1.3269327,5.42158,6,1
1385,-6.22,0,780.024,2.478905,5.7494364,1,1
1386,-7.53,0,787.059,0.089424476,5.967007,4,1
1387,-6.3,0,789.031,-0.11830091,3.7062802,2,1
1388,-8.15,0,793.107,-0.31472945,5.756062,4,1
1389,-5.36,1,795.079,4.724247,6.833101,3,0
1390,-8.51,0,801.086,-1.1698492,5.4760156,4,1
1391,-5.68,1,802.074,0.5665767,6.317688,4,1
1392,-10.0,0,815.113,-0.55034065,5.0839252,4,1
1393,-7.39,0,817.085,-0.45552078,6.145999,4,1
1394,-5.83,1,819.105,0.30472186,6.075861,4,1
1395,-8.45,0,821.076,-1.2709874,4.3145566,4,1
1396,-5.9,1,822.105,0.8009876,4.806265,5,1
1397,-8.53,0,827.124,-1.5486032,4.9599123,4,1
1398,-5.83,1,829.096,0.8240727,6.3766747,4,1
1399,-6.4,0,836.091,0.26813102,6.7280087,4,1
1400,-7.74,0,839.091,-0.96886295,5.0493965,4,1
1401,-8.51,0,849.13,-1.2602845,5.35351,4,1
1402,-8.56,0,851.102,-0.45046154,6.1742716,4,1
1403,-8.11,0,851.146,-0.031522892,6.643463,4,1
1404,-6.32,0,853.122,0.54736686,6.2770863,4,1
1405,-6.12,0,856.122,-1.7326188,4.0576057,4,1
1406,-8.95,0,871.136,-1.0339361,5.099476,4,1
1407,-8.84,0,877.184,-0.17435198,6.059789,4,1
1408,-7.61,0,879.156,-1.4948535,5.3699355,4,1
1409,-7.62,0,886.151,-0.25087798,6.330093,4,1
1410,-9.27,0,899.19,-1.069256,5.490872,4,1
1411,-7.95,0,901.162,-1.05116,5.391975,4,1
1412,-8.0,0,903.182,-1.6418446,4.5520225,4,1
1413,-7.28,0,906.182,-1.3188618,5.254585,4,1
1414,-5.93,1,714.861,1.9213896,1.2981735,2,1
1415,-4.86,1,726.916,-1.0322348,1.4506391,2,1
1416,-5.11,1,746.906,3.1705828,5.7058034,6,1
1417,-5.25,1,752.954,-1.3582704,1.933368,2,1
1418,-6.1,0,754.926,4.6555867,1.2211468,5,2
1419,-5.04,1,756.942,3.9074042,2.072975,5,1
1420,-6.27,0,761.921,2.557018,4.168116,6,1
1421,-6.56,0,768.997,0.17948715,4.131812,4,1
1422,-5.27,1,774.96,2.6525805,5.888141,6,1
1423,-5.56,1,776.932,0.7915848,2.4871457,2,1
1424,-6.23,0,778.952,1.558489,1.9784204,3,1
1425,-7.04,0,781.952,4.648267,6.832691,3,0
1426,-6.67,0,788.987,1.52819,5.1303062,6,1
1427,-5.36,1,790.959,1.0725973,3.2508962,3,1
1428,-7.5,0,795.035,0.07221327,5.8058357,4,1
1429,-5.02,1,797.007,0.9497108,2.446748,3,1
1430,-7.41,0,803.014,-0.10189216,4.595589,4,1
1431,-5.3,1,804.002,1.3053794,5.385308,5,1
1432,-7.44,0,817.041,-0.31713927,5.040895,4,1
1433,-7.06,0,819.013,-1.9676173,2.9958026,2,1
1434,-5.44,1,821.033,1.3722959,3.8540826,6,1
1435,-7.51,0,823.004,-1.5997686,5.2142344,4,1
1436,-5.99,1,824.033,-1.3061107,1.8574458,2,1
1437,-7.54,0,829.052,-1.1152124,4.4079857,4,1
1438,-5.46,1,831.024,-0.5639114,3.6157205,3,1
1439,-5.8,1,838.019,0.7878771,3.3871062,3,1
1440,-7.13,0,841.019,1.3719518,6.244858,4,1
1441,-8.01,0,851.058,-0.4181575,5.035902,4,1
1442,-7.76,0,853.03,0.514336,6.4698315,4,1
1443,-8.89,0,853.074,-0.08854318,5.693617,4,1
1444,-5.73,1,855.05,4.0503087,6.505747,3,0
1445,-5.86,1,858.05,1.8768886,4.851924,6,1
1446,-8.53,0,873.064,0.95548475,5.666864,4,1
1447,-9.12,0,879.112,-0.16692536,5.7191157,4,1
1448,-7.16,0,881.084,-0.28621107,5.640897,4,1
1449,-7.42,0,888.079,-1.7998397,3.6152549,2,1
1450,-9.29,0,901.118,0.32435995,6.5982594,4,1
1451,-8.88,0,903.09,0.95411,6.774629,4,-1
1452,-7.6,0,905.11,-0.55201733,6.2577806,4,1
1453,-6.5,0,908.11,4.777821,0.3305955,5,2
1454,-5.52,1,717.909,2.0250614,1.8111137,2,1
1455,-5.0,1,729.964,3.6650345,6.225944,3,-1
1456,-5.1,1,749.954,-1.7531316,2.2200513,2,1
1457,-5.39,1,756.002,2.2837338,5.3198085,6,1
1458,-5.66,1,757.974,0.5152419,2.8377447,3,1
1459,-5.11,1,759.99,0.13049985,2.2226927,2,1
1460,-5.84,1,764.969,0.81029695,3.9078276,5,1
1461,-6.58,0,772.045,-1.7533667,3.862193,3,1
1462,-5.32,1,778.008,2.161717,5.214372,6,1
1463,-5.58,1,779.98,4.537056,1.7645181,5,-1
1464,-5.79,1,782.0,4.506844,2.6399488,5,1
1465,-6.59,0,785.0,1.8137572,1.3457361,2,1
1466,-6.49,0,792.035,1.0262085,5.680731,4,1
1467,-5.38,1,794.007,4.554625,6.9709535,3,0
1468,-6.93,0,798.083,0.08655498,5.0274253,4,1
1469,-5.05,1,800.055,0.5264964,5.675116,4,1
1470,-6.99,0,806.062,-1.2791014,5.394516,4,1
1471,-5.16,1,807.05,-0.6268101,5.25927,4,1
1472,-6.97,0,820.089,0.5546555,5.674336,4,1
1473,-6.64,0,822.061,-0.61894745,5.362292,4,1
1474,-5.33,1,824.081,-1.9617059,4.970631,4,1
1475,-6.97,0,826.052,-0.01136352,6.396609,4,1
1476,-5.71,1,827.081,-1.823985,3.070958,2,1
1477,-7.35,0,832.1,-1.6268616,4.194901,4,1
1478,-5.45,1,834.072,2.5679529,6.601352,3,1
1479,-5.57,1,841.067,-1.3748719,3.7335517,2,1
1480,-6.9,0,844.067,-0.17398316,5.9198923,4,1
1481,-7.34,0,854.106,0.27208215,6.116517,4,1
1482,-7.14,0,856.078,-0.36835888,6.027596,4,1
1483,-7.96,0,856.122,-1.0397764,5.4239764,4,1
1484,-5.64,1,858.098,4.6884317,0.26910293,5,2
1485,-5.71,1,861.098,-0.13022828,3.2533183,2,1
1486,-7.88,0,876.112,-0.04621482,6.08717,4,1
1487,-10.0,0,882.16,-0.5711682,5.9306054,4,1
1488,-6.64,0,884.132,0.15133904,6.1332173,4,1
1489,-6.93,0,891.127,-0.5137851,6.0263495,4,1
1490,-10.0,0,904.166,-0.38905293,6.1921053,4,1
1491,-8.27,0,906.138,0.020895101,4.8437395,4,1
1492,-6.85,0,908.158,-0.3439173,6.1786,4,1
1493,-6.36,0,911.158,0.3543342,6.1436777,4,1
1494,-6.51,0,750.942,2.52022,4.266545,6,1
1495,-5.08,1,762.997,-1.9815038,2.7484818,2,1
1496,-5.26,1,782.987,-1.6723428,2.4739776,2,1
1497,-4.98,1,789.035,-0.48879057,4.380215,4,1
1498,-6.67,0,791.007,0.8247848,1.5617734,2,1
1499,-5.23,1,793.023,3.066033,5.232245,6,1
1500,-6.77,0,798.002,1.8167396,4.1564817,6,1
1501,-5.59,1,805.078,-1.6631855,5.3739824,4,1
1502,-5.08,1,811.041,4.2151566,7.23614,3,0
1503,-5.38,1,813.013,4.0077024,7.2077255,3,0
1504,-6.66,0,815.033,4.853856,0.98611665,5,2
1505,-7.45,0,818.033,4.757117,6.936767,3,0
1506,-5.66,1,825.068,-0.6513166,4.2538633,2,1
1507,-5.26,1,827.04,-1.8127062,4.1845913,1,1
1508,-6.31,0,831.116,-0.34586087,6.344408,4,1
1509,-5.38,1,833.088,-0.10819448,4.475267,4,1
1510,-6.9,0,839.095,-1.5203367,4.0977116,3,1
1511,-5.59,1,840.083,0.9041555,5.8118834,4,1
1512,-6.24,0,853.122,-0.2235723,6.1927023,4,1
1513,-6.23,0,855.094,1.1313215,5.3615465,4,1
1514,-5.74,1,857.114,5.0027347,0.7240128,5,2
1515,-6.46,0,859.085,-0.44685337,4.4859543,4,1
1516,-6.3,0,860.114,6.7945685,4.8973703,3,-1
1517,-6.95,0,865.133,-0.7806806,5.4068756,4,1
1518,-5.4,1,867.105,-1.7508601,3.4434917,2,1
1519,-5.69,1,874.1,-1.7848847,3.65217,2,1
1520,-6.17,0,877.1,-0.74067533,5.5181947,4,1
1521,-10.0,0,887.139,-1.2583418,5.6544647,4,1
1522,-6.79,0,889.111,-1.2482531,5.0351114,4,1
1523,-7.8,0,889.155,-0.16669913,5.6606183,4,1
1524,-5.68,1,891.131,1.1898019,5.447026,6,1
1525,-6.01,0,894.131,0.7347906,4.580158,5,1
1526,-7.34,0,909.145,-0.48898417,5.9068108,4,1
1527,-7.83,0,915.193,-0.076939315,6.2871904,4,1
1528,-6.29,0,917.165,-0.42256406,5.9841185,4,1
1529,-6.41,0,924.16,0.5927519,6.350997,4,1
1530,-7.8,0,937.199,-0.918198,4.989303,4,1
1531,-7.68,0,939.171,-0.31901473,6.183007,4,1
1532,-6.58,0,941.191,0.12426652,6.4386277,4,1
1533,-6.06,0,944.191,-1.6304809,4.266915,3,1
1534,-5.54,1,620.836,0.8646986,1.3851681,2,1
1535,-5.15,1,646.874,-0.26448455,1.9406518,2,1
1536,-7.17,0,648.846,2.288787,1.2814507,2,1
1537,-4.99,1,692.943,4.8491006,0.6835723,5,2
1538,-4.89,1,696.934,2.0068038,4.9256606,6,1
1539,-4.83,1,718.981,0.23212895,3.4494617,2,1
1540,-6.61,0,720.953,3.140757,4.4695487,6,1
1541,-5.07,1,722.972,-1.0902106,4.717744,4,1
1542,-5.47,1,724.944,2.8703926,3.239411,6,1
1543,-4.89,1,726.916,1.7221555,4.427649,6,1
1544,-4.93,1,752.954,0.6129973,4.4007053,5,1
1545,-5.93,1,754.926,3.7106745,6.88027,3,0
1546,-5.08,1,769.041,-1.4777944,3.4487157,2,1
1547,-5.39,1,795.079,-0.57469475,4.8645673,4,1
1548,-5.07,1,797.051,1.4045507,5.6882005,3,1
1549,-6.06,0,803.014,0.054355204,4.9661794,4,1
1550,-6.65,0,829.052,0.6783961,5.963287,4,1
1551,-5.03,1,831.024,-1.2839335,3.458662,2,1
1552,-6.76,0,606.809,0.8688626,1.7328445,2,1
1553,-6.39,0,632.847,3.9800394,0.6432279,5,2
1554,-8.0,0,634.819,1.8948696,1.4818726,2,1
1555,-6.11,0,678.916,1.0960119,2.8058763,2,1
1556,-5.23,1,682.907,1.4983346,3.8639762,6,1
1557,-5.7,1,704.954,0.45788428,3.5738103,3,1
1558,-7.57,0,706.926,1.1893575,1.256051,2,1
1559,-5.0,1,708.945,-0.81990147,2.3236127,2,1
1560,-6.37,0,710.917,0.057153553,2.2316668,2,1
1561,-5.5,1,712.889,4.747859,0.91678005,5,2
1562,-5.19,1,738.927,4.966333,0.7419083,5,2
1563,-6.54,0,740.899,4.9530954,2.4701657,5,1
1564,-4.92,1,755.014,-1.3027439,3.6079879,2,1
1565,-4.87,1,781.052,-0.26950952,4.395617,4,1
1566,-6.04,0,783.024,4.219504,0.37613738,5,2
1567,-5.09,1,788.987,-1.281028,3.6868298,2,1
1568,-5.41,1,815.025,1.7136962,6.199023,4,1
1569,-5.34,1,816.997,1.361407,4.3542233,6,1
1570,-5.4,1,620.836,1.7268192,2.9450278,6,1
1571,-5.05,1,646.874,2.5910974,5.4451623,6,1
1572,-6.76,0,648.846,2.0106122,1.4699612,2,1
1573,-4.97,1,692.943,4.627996,7.0050187,3,0
1574,-5.04,1,696.934,1.6338238,3.1930356,3,1
1575,-4.88,1,718.981,-1.367444,1.7134473,2,1
1576,-6.19,0,720.953,3.810223,0.62865555,5,2
1577,-5.37,1,722.972,-1.5025278,2.6836994,2,1
1578,-5.18,1,724.944,2.5274048,1.821991,2,1
1579,-4.91,1,726.916,-1.599033,2.006449,2,1
1580,-5.12,1,752.954,1.5908167,2.473508,3,1
1581,-5.54,1,754.926,4.3769345,2.9786005,0,1
1582,-5.48,1,769.041,-0.5405328,4.591566,4,1
1583,-5.86,1,795.079,-0.8770363,5.496255,4,1
1584,-5.0,1,797.051,-2.0128975,4.417927,3,1
1585,-6.67,0,803.014,-0.11814089,4.6389594,4,1
1586,-7.31,0,829.052,-0.99311054,4.4340367,4,1
1587,-5.19,1,831.024,-0.4801638,3.8095694,2,1
1588,-6.52,0,606.809,2.2316005,2.6234262,5,1
1589,-6.11,0,632.847,1.5719137,1.407369,2,1
1590,-7.62,0,634.819,1.7778236,1.6116352,2,1
1591,-5.84,1,678.916,3.2564778,1.4413353,5,-1
1592,-5.13,1,682.907,4.030663,0.75206316,5,2
1593,-5.49,1,704.954,0.28631684,2.4305942,2,1
1594,-7.0,0,706.926,3.718161,2.1963196,7,1
1595,-4.96,1,708.945,0.22403796,2.823573,5,1
1596,-5.95,1,710.917,4.195435,4.657771,7,1
1597,-5.32,1,712.889,2.0886402,4.2286525,5,1
1598,-5.1,1,738.927,4.2054496,1.5231656,5,-1
1599,-6.34,0,740.899,3.212481,2.1574507,6,1
1600,-4.95,1,755.014,0.57152194,5.476311,4,1
1601,-5.03,1,781.052,-0.08584571,5.73791,4,1
1602,-5.44,1,783.024,4.834433,7.122285,3,0
1603,-5.24,1,788.987,0.67350626,4.3774896,5,1
1604,-5.71,1,815.025,0.46620268,5.2169733,4,1
1605,-5.1,1,816.997,1.1017259,4.3262663,6,1
1606,-5.76,1,620.836,1.2726785,1.884273,2,1
1607,-5.32,1,646.874,1.5064394,3.0096014,2,1
1608,-7.56,0,648.846,4.2888427,2.3704386,5,1
1609,-5.23,1,692.943,-0.7132467,2.1383348,2,1
1610,-5.22,1,696.934,1.6241332,3.3622417,6,1
1611,-4.97,1,718.981,-0.36328503,2.8202949,2,1
1612,-7.04,0,720.953,2.9833503,1.4696641,5,1
1613,-5.1,1,722.972,-0.7610867,2.9881575,2,1
1614,-6.73,0,724.944,0.46412662,2.352978,2,1
1615,-5.14,1,726.916,3.7738307,0.51806736,5,2
1616,-5.09,1,752.954,3.610608,6.9109664,3,0
1617,-6.54,0,754.926,1.171056,3.420117,2,1
1618,-5.09,1,769.041,-1.7681584,3.3530688,2,1
1619,-5.1,1,795.079,-0.77125525,5.4952965,4,1
1620,-6.27,0,797.051,5.2445903,0.98891914,5,2
1621,-5.5,1,803.014,-0.8032982,4.3453774,4,1
1622,-5.95,1,829.052,-0.14069042,5.3371725,4,1
1623,-6.17,0,831.024,2.4612277,5.9828606,6,1
1624,-6.48,0,606.809,3.7666934,0.9158695,5,2
1625,-6.48,0,632.847,2.51483,3.5342605,6,1
1626,-8.88,0,634.819,0.94322455,2.210997,2,1
1627,-6.45,0,678.916,3.5481274,4.722199,6,1
1628,-5.53,1,682.907,0.0222783,3.1823878,3,1
1629,-5.96,1,704.954,-0.9045989,2.026111,2,1
1630,-7.92,0,706.926,0.8526241,2.526693,2,1
1631,-5.28,1,708.945,3.6223881,5.594427,3,-1
1632,-7.24,0,710.917,4.183223,0.7100983,5,2
1633,-5.68,1,712.889,4.609829,6.890008,3,0
1634,-5.39,1,738.927,2.7607217,3.854338,7,1
1635,-7.03,0,740.899,1.6785654,1.7206913,3,1
1636,-5.29,1,755.014,-1.88563,3.7827196,3,1
1637,-5.14,1,781.052,-0.34920412,3.9363186,4,1
1638,-6.85,0,783.024,0.7704995,4.3451276,5,1
1639,-5.39,1,788.987,1.0013189,5.755031,3,1
1640,-5.64,1,815.025,-1.3135405,4.784224,4,1
1641,-6.17,0,816.997,0.15404253,3.9913497,2,1
1642,-6.43,0,620.836,2.390643,1.4757133,5,1
1643,-5.98,1,646.874,3.8978584,3.628198,7,1
1644,-7.92,0,648.846,4.0121155,3.3248672,7,1
1645,-5.79,1,692.943,0.7226403,2.7062438,2,1
1646,-5.34,1,696.934,-0.20063211,3.263139,3,1
1647,-5.47,1,718.981,0.2908171,3.2849498,5,1
1648,-7.33,0,720.953,2.3080096,1.4532251,2,1
1649,-5.16,1,722.972,-1.3597704,5.684252,4,1
1650,-6.92,0,724.944,4.7630634,6.935698,3,0
1651,-5.45,1,726.916,-0.074413724,3.0321474,3,1
1652,-5.31,1,752.954,-1.033718,2.1741247,2,1
1653,-6.66,0,754.926,-0.045727465,2.8360856,2,1
1654,-5.16,1,769.041,1.4663264,6.6341486,4,1
1655,-5.15,1,795.079,-0.53570986,5.4804754,4,1
1656,-6.52,0,797.051,-0.6072229,3.0802276,2,1
1657,-5.45,1,803.014,-0.18401909,5.260245,4,1
1658,-5.8,1,829.052,-1.693021,5.10368,4,1
1659,-6.27,0,831.024,-2.1731188,4.1429644,3,-1
1660,-6.84,0,606.809,2.66533,1.8867376,7,1
1661,-6.65,0,632.847,2.422287,2.2813163,2,1
1662,-8.8,0,634.819,2.075586,1.1946785,2,1
1663,-5.97,1,678.916,3.8895006,5.410642,6,1
1664,-5.41,1,682.907,-0.49729878,2.4639828,2,1
1665,-5.86,1,704.954,2.3200388,4.0000315,6,1
1666,-7.84,0,706.926,2.3777685,4.594657,5,1
1667,-5.3,1,708.945,2.29986,5.913948,6,1
1668,-6.99,0,710.917,-0.9983651,1.5853486,2,1
1669,-5.67,1,712.889,4.631426,7.0554094,3,0
1670,-5.56,1,738.927,1.7566092,3.2615924,7,1
1671,-7.23,0,740.899,2.7806695,2.0260525,2,1
1672,-5.19,1,755.014,4.9176526,0.45143282,5,2
1673,-5.22,1,781.052,-1.0028622,4.18873,4,1
1674,-6.33,0,783.024,-0.64190996,2.6262002,3,1
1675,-5.43,1,788.987,1.328726,6.1400332,5,1
1676,-5.62,1,815.025,-1.114018,4.689473,4,1
1677,-5.9,1,816.997,8.958846,6.4464893,0,4
1678,-5.3,1,620.836,2.2621784,2.017383,7,1
1679,-5.01,1,646.874,1.3093343,1.2702125,2,1
1680,-6.93,0,648.846,1.3304095,1.3098646,2,1
1681,-4.91,1,692.943,1.4128122,4.2386656,6,1
1682,-4.85,1,696.934,1.141447,3.7189987,6,1
1683,-4.83,1,718.981,2.3715627,5.6794477,6,1
1684,-6.27,0,720.953,4.669502,6.9687552,3,0
1685,-5.01,1,722.972,-1.4573406,2.9473526,2,1
1686,-5.46,1,724.944,2.0873978,4.080135,6,1
1687,-4.84,1,726.916,2.9737923,2.9304786,2,1
1688,-4.99,1,752.954,2.5226638,5.8069,6,1
1689,-5.54,1,754.926,2.215328,3.7487383,6,1
1690,-5.08,1,769.041,-0.7567141,3.7424693,2,1
1691,-5.35,1,795.079,-1.1874505,4.377549,4,1
1692,-5.08,1,797.051,3.9825037,7.0248885,3,0
1693,-5.81,1,803.014,-0.3953455,4.91421,4,1
1694,-6.37,0,829.052,-1.4065111,3.8815742,3,1
1695,-5.0,1,831.024,0.71918833,4.47054,5,1
1696,-6.25,0,606.809,1.9452082,1.7582887,2,1
1697,-5.9,1,632.847,1.3235787,2.3832135,3,1
1698,-7.48,0,634.819,2.9817145,1.9907273,2,1
1699,-5.58,1,678.916,0.62869173,2.131283,2,1
1700,-5.05,1,682.907,-0.8329275,2.2500532,2,1
1701,-5.29,1,704.954,0.31360608,2.4423168,2,1
1702,-6.81,0,706.926,1.9200245,2.9162009,6,1
